source_id,name_he,category,price,url
פילכון-עציץ-18-סמ,"פילכון - עציץ 18 ס""מ",צמחים-למרפסת-ולגינה,59.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/פילכון-עציץ-18-סמ/
פילכון,פילכון,צמחים-למרפסת-ולגינה,15.9,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/פילכון/
פיקוס-בנימינה,פיקוס בנימינה,צמחים-למרפסת-ולגינה,89.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/פיקוס-בנימינה/
פיקוס-גומי-מגוון,פיקוס גומי מגוון,צמחים-למרפסת-ולגינה,63.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/פיקוס-גומי-מגוון/
פיקוס-גומי-שחור,פיקוס גומי שחור,צמחים-למרפסת-ולגינה,63.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/פיקוס-גומי-שחור/
פיקוס-גומי,פיקוס גומי,צמחים-למרפסת-ולגינה,63.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/פיקוס-גומי/
פיקוס-כינורי-עציץ-15-סמ,"פיקוס כינורי - עציץ 12 ס""מ",צמחים-לבית-ולמשרד,75.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/פיקוס-כינורי-עציץ-15-סמ/
פיקוס-כינורי,פיקוס כינורי,צמחים-לבית-ולמשרד,140.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/פיקוס-כינורי/
פיקוס-סוויט-הארט-לבבות-עציץ-12-סמ,"פיקוס סוויט הארט לבבות - עציץ 12 ס""מ",צמחים-למרפסת-ולגינה,33.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/פיקוס-סוויט-הארט-לבבות-עציץ-12-סמ/
פיקוס-סוויט-הארט-לבבות-עציץ-22-סמ,"פיקוס סוויט הארט לבבות - עציץ 18 ס""מ",צמחים-למרפסת-ולגינה,79.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/פיקוס-סוויט-הארט-לבבות-עציץ-22-סמ/
פכיפודיום,פכיפודיום,צמחים-למרפסת-ולגינה,157.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/פכיפודיום/
פלפל-חריף-עציץ,פלפל חריף,צמחים-למרפסת-ולגינה,45.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/פלפל-חריף-עציץ/
פלפל-חריף,פלפל חריף,צמחים-למרפסת-ולגינה,19.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/פלפל-חריף/
פלקטרנטוס,פלקטרנטוס דוחה יתושים,צמחים-למרפסת-ולגינה,15.9,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/פלקטרנטוס/
פנדוראה,פנדוראה,צמחים-למרפסת-ולגינה,75.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/פנדוראה/
פנטאס,פנטאס (פנטס),צמחים-למרפסת-ולגינה,18.9,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/פנטאס/
פסיפלורה,פסיפלורה,צמחים-למרפסת-ולגינה,77.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/פסיפלורה/
פפרומיה-הפי-בין,פפרומיה הפי בין,צמחים-לבית-ולמשרד,63.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/פפרומיה-הפי-בין/
פפרומיה-עציץ-12-סמ,פפרומיה מגניפוליה,צמחים-למרפסת-ולגינה,31.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/פפרומיה-עציץ-12-סמ/
פפרומיה-פיקולו-בנדה,פפרומיה פיקולו בנדה,צמחים-לבית-ולמשרד,45.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/פפרומיה-פיקולו-בנדה/
פפרומיה-רוסו,פפרומיה רוסו,צמחים-לבית-ולמשרד,45.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/פפרומיה-רוסו/
פפרומיה,פפרומיה מגניפוליה קערה,צמחים-לבית-ולמשרד,75.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/פפרומיה/
פרימולה-בכור-אביב,פרימולה (בכור אביב),צמחים-למרפסת-ולגינה,20.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/פרימולה-בכור-אביב/
ציפור-גן-עדן-ניקולאי,ציפור גן עדן - ניקולאי,צמחים-למרפסת-ולגינה,,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/ציפור-גן-עדן-ניקולאי/
ציפורן-אמריקאי,ציפורן אמריקאי,צמחים-למרפסת-ולגינה,15.9,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/ציפורן-אמריקאי/
ציפורני-חתול-קלנדולה,ציפורני חתול (קלנדולה),צמחים-למרפסת-ולגינה,18.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/ציפורני-חתול-קלנדולה/
ציקס,ציקס,צמחים-למרפסת-ולגינה,330.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/ציקס/
צסטרום-לילי-יערת-הדבש-מלכת-הלילה,צסטרום לילי (יערת הדבש / מלכת הלילה),צמחים-למרפסת-ולגינה,19.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/צסטרום-לילי-יערת-הדבש-מלכת-הלילה/
צסטרום-לילי-מלכת-הלילה,צסטרום לילי (מלכת הלילה),צמחים-למרפסת-ולגינה,19.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/צסטרום-לילי-מלכת-הלילה/
קולאוס-בכלי-עץ,קולאוס בכלי עץ,צמחים-למרפסת-ולגינה,69.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/קולאוס-בכלי-עץ/
קולאוס,קולאוס,צמחים-למרפסת-ולגינה,15.9,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/קולאוס/
קופאה-גבנון-עציץ-18-סמ,"קופאה (גבנון) - עציץ 18 ס""מ",צמחים-למרפסת-ולגינה,39.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/קופאה-גבנון-עציץ-18-סמ/
קופאה-גבנון,קופאה (גבנון),צמחים-למרפסת-ולגינה,15.9,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/קופאה-גבנון/
קוקטייל-בינוני-של-סוקולנטים-וקקטוסים,קוקטייל בינוני של סוקולנטים וקקטוסים בכלי קרמיקה + בקבוק יין,צמחים-לבית-ולמשרד,149.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קוקטייל-בינוני-של-סוקולנטים-וקקטוסים/
קוקטייל-גדול-של-סוקולנטים-וקקטוסים-בכ,קוקטייל גדול של סוקולנטים וקקטוסים בכלי קרמיקה + בקבוק יין,צמחים-לבית-ולמשרד,219.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קוקטייל-גדול-של-סוקולנטים-וקקטוסים-בכ/
קוקטייל-סוקולנטים-וקקטוסים-בקרמיקה,קוקטייל סוקולנטים וקקטוסים בכלי קרמיקה,צמחים-לבית-ולמשרד,229.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קוקטייל-סוקולנטים-וקקטוסים-בקרמיקה/
קוקטייל-סוקולנטים-וקקטוסים-מרשים,קוקטייל סוקולנטים וקקטוסים מרשים,צמחים-לבית-ולמשרד,220.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קוקטייל-סוקולנטים-וקקטוסים-מרשים/
קוקטייל-סוקולנטים-וקקטוסים-עציץ-שחור,קוקטייל סוקולנטים וקקטוסים בכלי קרמיקה שחור,צמחים-לבית-ולמשרד,120.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קוקטייל-סוקולנטים-וקקטוסים-עציץ-שחור/
קוקטייל-סוקולנטים-וקקטוסים-קלאסי,קוקטייל סוקולנטים וקקטוסים קלאסי,צמחים-לבית-ולמשרד,100.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קוקטייל-סוקולנטים-וקקטוסים-קלאסי/
קוקטייל-קטן-של-סוקולנטים-וקקטוסים,קוקטייל קטן של סוקולנטים וקקטוסים בכלי קרמיקה + בקבוק יין,צמחים-לבית-ולמשרד,75.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קוקטייל-קטן-של-סוקולנטים-וקקטוסים/
קוקטייל-קקטוסים-בקערה,קוקטייל קקטוסים בקערה,צמחים-לבית-ולמשרד,120.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קוקטייל-קקטוסים-בקערה/
קורדליין-קיווי,קורדליין קיווי,צמחים-למרפסת-ולגינה,,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/קורדליין-קיווי/
קזוארינה-מכחילה,קזוארינה מכחילה,צמחים-למרפסת-ולגינה,79.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/קזוארינה-מכחילה/
קיסוס-קערה,קיסוס קערה,צמחים-למרפסת-ולגינה,49.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/קיסוס-קערה/
קלדיום,קלדיום,צמחים-לבית-ולמשרד,139.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קלדיום/
קלה,קלה צבעונית (קאלה),צמחים-לבית-ולמשרד,99.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קלה/
קליסיה-זוחלת,קליסיה זוחלת,צמחים-לבית-ולמשרד,39.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קליסיה-זוחלת/
קלתאה-אורביפוליה,קלתאה אורביפוליה,צמחים-לבית-ולמשרד,279.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קלתאה-אורביפוליה/
קלתאה-אורנטה,קלתאה אורנטה,צמחים-לבית-ולמשרד,49.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קלתאה-אורנטה/
קלתאה-אינסיגניס,קלתאה אינסיגניס (לנסיפוליה),צמחים-לבית-ולמשרד,79.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קלתאה-אינסיגניס/
קלתאה-אלברטי,קלתאה אלברטי,צמחים-לבית-ולמשרד,75.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קלתאה-אלברטי/
קלתאה-ביוטי-סטאר,קלתאה ביוטי סטאר,צמחים-לבית-ולמשרד,75.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קלתאה-ביוטי-סטאר/
קלתאה-וויט-סטאר,קלתאה וויט סטאר,צמחים-לבית-ולמשרד,75.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קלתאה-וויט-סטאר/
קלתאה-וויט-פיוזן,קלתאה וויט פיוז'ן,צמחים-לבית-ולמשרד,210.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קלתאה-וויט-פיוזן/
קלתאה-ווייט-סטאר,קלתאה ווייט סטאר,צמחים-לבית-ולמשרד,79.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קלתאה-ווייט-סטאר/
קלתאה-וורסוויציאיי-וורשה,קלתאה וורסוויציאיי (וורשה),צמחים-לבית-ולמשרד,75.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קלתאה-וורסוויציאיי-וורשה/
קלתאה-ויטטה,קלתאה ויטטה,צמחים-לבית-ולמשרד,75.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קלתאה-ויטטה/
קלתאה-זברינה,קלתאה זברינה,צמחים-לבית-ולמשרד,75.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קלתאה-זברינה/
קלתאה-טריוסטאר-גדולה,קלתאה טריוסטאר,צמחים-לבית-ולמשרד,269.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קלתאה-טריוסטאר-גדולה/
קלתאה-טריוסטאר,קלתאה סטרומנטה טריוסטאר,צמחים-לבית-ולמשרד,,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קלתאה-טריוסטאר/
קלתאה-לאופרדינה,קלתאה לאופרדינה,צמחים-לבית-ולמשרד,145.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קלתאה-לאופרדינה/
קלתאה-מאווי-קווין,קלתאה מאווי קווין,צמחים-לבית-ולמשרד,177.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קלתאה-מאווי-קווין/
קלתאה-מגיק-סטאר,קלתאה מג'יק סטאר,צמחים-לבית-ולמשרד,75.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קלתאה-מגיק-סטאר/
קלתאה-מדליון,קלתאה מדליון,צמחים-לבית-ולמשרד,,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קלתאה-מדליון/
קלתאה-מוזאיקה,קלתאה מוזאיקה,צמחים-לבית-ולמשרד,115.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קלתאה-מוזאיקה/
קלתאה-מקויאנה,קלתאה מקויאנה (פיקוק),צמחים-לבית-ולמשרד,79.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קלתאה-מקויאנה/
קלתאה-סטוסה,קלתאה סטוסה (קומפקט סטאר),צמחים-לבית-ולמשרד,139.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קלתאה-סטוסה/
קלתאה-פקסיאטה,קלתאה פקסיאטה,צמחים-לבית-ולמשרד,59.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קלתאה-פקסיאטה/
קלתאה-פרדי,קלתאה פרדי,צמחים-לבית-ולמשרד,79.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קלתאה-פרדי/
קלתאה-רוזה-פיקטה,קלתאה רוזה פיקטה,צמחים-לבית-ולמשרד,85.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קלתאה-רוזה-פיקטה/
קלתאה-רופיברבה,קלתאה רופיברבה,צמחים-לבית-ולמשרד,119.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קלתאה-רופיברבה/
קמפנולה-פעמונית,קמפנולה (פעמונית),צמחים-למרפסת-ולגינה,45.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/קמפנולה-פעמונית/
קן-לציפור,קן לציפור,צמחים-לבית-ולמשרד,219.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קן-לציפור/
קערת-רקפות,קערת רקפות,צמחים-למרפסת-ולגינה,49.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/קערת-רקפות/
קקטוס-בייבי,קקטוס בייבי,סוקולנטים-וקקטוסים,11.5,https://azurflowers.co.il/חנות/סוקולנטים-וקקטוסים/קקטוס-בייבי/
קקטוס-גוניור,קקטוס ג'וניור,סוקולנטים-וקקטוסים,39.0,https://azurflowers.co.il/חנות/סוקולנטים-וקקטוסים/קקטוס-גוניור/
קקטוס-כיסא-החותנת,קקטוס כיסא החותנת,סוקולנטים-וקקטוסים,105.0,https://azurflowers.co.il/חנות/סוקולנטים-וקקטוסים/קקטוס-כיסא-החותנת/
קקטוס-מורכב,קקטוס מורכב,צמחים-למרפסת-ולגינה,50.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/קקטוס-מורכב/
קקטוס-עציץ-12-סמ,"קקטוס - עציץ 12 ס""מ",צמחים-למרפסת-ולגינה,37.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/קקטוס-עציץ-12-סמ/
קקטוס-עציץ-15-סמ,"קקטוס - עציץ 15 ס""מ",צמחים-למרפסת-ולגינה,120.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/קקטוס-עציץ-15-סמ/
קקטוס-קישקשתא,קקטוס קישקשתא (נפוליטוס),צמחים-למרפסת-ולגינה,95.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/קקטוס-קישקשתא/
קקטוס,קקטוס,צמחים-לבית-ולמשרד,129.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קקטוס/
קרוטון-מנוקד,קרוטון מנוקד,צמחים-לבית-ולמשרד,36.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קרוטון-מנוקד/
קרוטון-מסולסל,קרוטון מסולסל,צמחים-לבית-ולמשרד,45.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קרוטון-מסולסל/
קרוטון-על-גזע,קרוטון על גזע,צמחים-לבית-ולמשרד,49.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קרוטון-על-גזע/
קרוטון-פטרה,קרוטון פטרה,צמחים-למרפסת-ולגינה,67.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/קרוטון-פטרה/
קרוטון-קטן-על-גזע-בקרמיקה,קרוטון קטן על גזע בקרמיקה,צמחים-לבית-ולמשרד,75.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קרוטון-קטן-על-גזע-בקרמיקה/
קרוטון,קרוטון,צמחים-לבית-ולמשרד,169.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/קרוטון/
ראש-דשא,ראש דשא,צמחים-לבית-ולמשרד,15.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/ראש-דשא/
רבנלה-מדגסקרית,רבנלה מדגסקרית,צמחים-למרפסת-ולגינה,396.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/רבנלה-מדגסקרית/
ריפסליס-פרדוקסה,ריפסליס פרדוקסה,סוקולנטים-וקקטוסים,119.0,https://azurflowers.co.il/חנות/סוקולנטים-וקקטוסים/ריפסליס-פרדוקסה/
ריפסליס,ריפסליס,סוקולנטים-וקקטוסים,95.0,https://azurflowers.co.il/חנות/סוקולנטים-וקקטוסים/ריפסליס/
רקפת-אדומה-גדולה-בכלי-קרמיקה,רקפת אדומה גדולה בכלי קרמיקה,צמחים-למרפסת-ולגינה,90.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/רקפת-אדומה-גדולה-בכלי-קרמיקה/
רקפת-גדולה,רקפת גדולה,צמחים-למרפסת-ולגינה,39.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/רקפת-גדולה/
רקפת-דיל-3-יחידות,רקפת גדולה - דיל 4 ב-100 ₪,צמחים-למרפסת-ולגינה,156.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/רקפת-דיל-3-יחידות/
רקפת-דיל-6-יחידות,רקפת - דיל 7 ב-100 ₪,צמחים-למרפסת-ולגינה,196.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/רקפת-דיל-6-יחידות/
רקפת,רקפת,צמחים-למרפסת-ולגינה,25.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/רקפת/
שושן-אסייתי,שושן אסייתי (ליליום),צמחים-למרפסת-ולגינה,49.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/שושן-אסייתי/
שיערות-שולמית,שיערות שולמית,צמחים-לבית-ולמשרד,69.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/שיערות-שולמית/
שישיה,שישיית צמחים פורחים,צמחים-למרפסת-ולגינה,16.9,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/שישיה/
שלישיית-גוזמניה,שלישיית גוזמניה,צמחים-לבית-ולמשרד,310.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/שלישיית-גוזמניה/
שלישיית-מיני-צמחי-בית-בכלי-קרמיקה,שלישיית מיני צמחי בית בכלי קרמיקה,צמחים-לבית-ולמשרד,180.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/שלישיית-מיני-צמחי-בית-בכלי-קרמיקה/
שעוונית-זוחלת,שעוונית זוחלת,צמחים-לבית-ולמשרד,149.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/שעוונית-זוחלת/
שפלרה-עציץ-15-סמ,"שפלרה - עציץ 15 ס""מ",צמחים-לבית-ולמשרד,95.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/שפלרה-עציץ-15-סמ/
שפלרה-עציץ-18-סמ,"שפלרה - עציץ 18 ס""מ",צמחים-לבית-ולמשרד,99.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/שפלרה-עציץ-18-סמ/
שפלרה-קטנה-עציץ-12-סמ,"שפלרה - עציץ 12 ס""מ",צמחים-לבית-ולמשרד,29.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/שפלרה-קטנה-עציץ-12-סמ/
שפלרה,שפלרה,צמחים-למרפסת-ולגינה,29.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/שפלרה/
שרך-בוסטון-לתלייה,שרך בוסטון לתלייה,צמחים-למרפסת-ולגינה,69.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/שרך-בוסטון-לתלייה/
שרך-בוסטון,שרך בוסטון ייבוא,צמחים-למרפסת-ולגינה,,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/שרך-בוסטון/
שרך-בלכנום-סילבר-ליידי,שרך בלכנום סילבר ליידי,צמחים-לבית-ולמשרד,89.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/שרך-בלכנום-סילבר-ליידי/
שרך-לבבות,שרך לבבות,צמחים-למרפסת-ולגינה,75.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/שרך-לבבות/
